inct_folder,formacao_mais_alta,qtd,nome_inct,area
437,em_Medicina_Assistida,Graduação,15,INCT em Medicina Assistida por Computação Científica (INCT-MACC),"Engenharias, Energias e Tecnologias da Informação"
438,em_Medicina_Assistida,Livre-Docência,26,INCT em Medicina Assistida por Computação Científica (INCT-MACC),"Engenharias, Energias e Tecnologias da Informação"
439,em_Medicina_Assistida,Mestrado,43,INCT em Medicina Assistida por Computação Científica (INCT-MACC),"Engenharias, Energias e Tecnologias da Informação"
440,em_Medicina_Assistida,Pós-Doutorado,84,INCT em Medicina Assistida por Computação Científica (INCT-MACC),"Engenharias, Energias e Tecnologias da Informação"
441,em_Medicina_Regenerativa,Curso Técnico,1,INCT em Medicina Regenerativa,Saúde
442,em_Medicina_Regenerativa,Doutorado,146,INCT em Medicina Regenerativa,Saúde
443,em_Medicina_Regenerativa,Ensino Médio,1,INCT em Medicina Regenerativa,Saúde
444,em_Medicina_Regenerativa,Especialização,8,INCT em Medicina Regenerativa,Saúde
445,em_Medicina_Regenerativa,Graduação,47,INCT em Medicina Regenerativa,Saúde
446,em_Medicina_Regenerativa,Livre-Docência,13,INCT em Medicina Regenerativa,Saúde
447,em_Medicina_Regenerativa,Mestrado,53,INCT em Medicina Regenerativa,Saúde
448,em_Medicina_Regenerativa,Pós-Doutorado,148,INCT em Medicina Regenerativa,Saúde
449,em_Refrigeração_e,Doutorado,13,INCT em Refrigeração e Termofísica,"Engenharias, Energias e Tecnologias da Informação"
450,em_Refrigeração_e,Ensino Médio,1,INCT em Refrigeração e Termofísica,"Engenharias, Energias e Tecnologias da Informação"
451,em_Refrigeração_e,Especialização,1,INCT em Refrigeração e Termofísica,"Engenharias, Energias e Tecnologias da Informação"
452,em_Refrigeração_e,Graduação,33,INCT em Refrigeração e Termofísica,"Engenharias, Energias e Tecnologias da Informação"
453,em_Refrigeração_e,Mestrado,29,INCT em Refrigeração e Termofísica,"Engenharias, Energias e Tecnologias da Informação"
454,em_Refrigeração_e,Pós-Doutorado,6,INCT em Refrigeração e Termofísica,"Engenharias, Energias e Tecnologias da Informação"
455,em_Teranóstica_e,Doutorado,63,INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Saúde
456,em_Teranóstica_e,Graduação,22,INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Saúde
457,em_Teranóstica_e,Livre-Docência,5,INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Saúde
458,em_Teranóstica_e,Mestrado,23,INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Saúde
459,em_Teranóstica_e,Pós-Doutorado,104,INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Saúde
460,em_Tuberculose,Doutorado,20,INCT em Tuberculose,Ciências Biológicas
461,em_Tuberculose,Especialização,1,INCT em Tuberculose,Ciências Biológicas
462,em_Tuberculose,Livre-Docência,4,INCT em Tuberculose,Ciências Biológicas
463,em_Tuberculose,Mestrado,3,INCT em Tuberculose,Ciências Biológicas
464,em_Tuberculose,Pós-Doutorado,30,INCT em Tuberculose,Ciências Biológicas
465,em_Áreas_Úmidas,Doutorado,21,"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Ecologia e Meio Ambiente
466,em_Áreas_Úmidas,Especialização,1,"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Ecologia e Meio Ambiente
467,em_Áreas_Úmidas,Graduação,4,"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Ecologia e Meio Ambiente
468,em_Áreas_Úmidas,Livre-Docência,2,"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Ecologia e Meio Ambiente
469,em_Áreas_Úmidas,Pós-Doutorado,30,"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Ecologia e Meio Ambiente
470,para_Adaptações_da,Doutorado,13,INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Ciências Biológicas
471,para_Adaptações_da,Livre-Docência,4,INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Ciências Biológicas
472,para_Adaptações_da,Pós-Doutorado,16,INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Ciências Biológicas
473,para_Avaliação_de,Doutorado,119,INCT para Avaliação de Tecnologias em Saúde,Saúde
474,para_Avaliação_de,Especialização,5,INCT para Avaliação de Tecnologias em Saúde,Saúde
475,para_Avaliação_de,Graduação,18,INCT para Avaliação de Tecnologias em Saúde,Saúde
476,para_Avaliação_de,Livre-Docência,7,INCT para Avaliação de Tecnologias em Saúde,Saúde
477,para_Avaliação_de,Mestrado,34,INCT para Avaliação de Tecnologias em Saúde,Saúde
478,para_Avaliação_de,Pós-Doutorado,63,INCT para Avaliação de Tecnologias em Saúde,Saúde
479,para_Doenças_Cerebrais,Doutorado,167,"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Ciências Biológicas
480,para_Doenças_Cerebrais,Ensino Médio,1,"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Ciências Biológicas
481,para_Doenças_Cerebrais,Especialização,26,"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Ciências Biológicas
482,para_Doenças_Cerebrais,Graduação,37,"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Ciências Biológicas
483,para_Doenças_Cerebrais,Livre-Docência,7,"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Ciências Biológicas
484,para_Doenças_Cerebrais,Mestrado,65,"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Ciências Biológicas
485,para_Doenças_Cerebrais,Pós-Doutorado,191,"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Ciências Biológicas
486,para_Engenharia_de,Doutorado,48,INCT para Engenharia de Software,Ciências Exatas e da Terra
487,para_Engenharia_de,Graduação,1,INCT para Engenharia de Software,Ciências Exatas e da Terra
488,para_Engenharia_de,Livre-Docência,2,INCT para Engenharia de Software,Ciências Exatas e da Terra
489,para_Engenharia_de,Mestrado,8,INCT para Engenharia de Software,Ciências Exatas e da Terra
490,para_Engenharia_de,Pós-Doutorado,51,INCT para Engenharia de Software,Ciências Exatas e da Terra
491,para_Estudos_sobre,Doutorado,44,INCT para Estudos sobre os Estados Unidos,"Ciências Humanas, Sociais Aplicadas e Educação"
492,para_Estudos_sobre,Livre-Docência,12,INCT para Estudos sobre os Estados Unidos,"Ciências Humanas, Sociais Aplicadas e Educação"
493,para_Estudos_sobre,Mestrado,3,INCT para Estudos sobre os Estados Unidos,"Ciências Humanas, Sociais Aplicadas e Educação"
494,para_Estudos_sobre,Pós-Doutorado,39,INCT para Estudos sobre os Estados Unidos,"Ciências Humanas, Sociais Aplicadas e Educação"
495,para_Mudanças_Climáticas,Doutorado,101,INCT para Mudanças Climáticas  (INCT-MC),Ciências Exatas e da Terra
496,para_Mudanças_Climáticas,Especialização,4,INCT para Mudanças Climáticas  (INCT-MC),Ciências Exatas e da Terra
497,para_Mudanças_Climáticas,Graduação,8,INCT para Mudanças Climáticas  (INCT-MC),Ciências Exatas e da Terra
498,para_Mudanças_Climáticas,Livre-Docência,22,INCT para Mudanças Climáticas  (INCT-MC),Ciências Exatas e da Terra
499,para_Mudanças_Climáticas,Mestrado,19,INCT para Mudanças Climáticas  (INCT-MC),Ciências Exatas e da Terra
500,para_Mudanças_Climáticas,Pós-Doutorado,96,INCT para Mudanças Climáticas  (INCT-MC),Ciências Exatas e da Terra
501,para_Sistemas_Autônomos,Doutorado,13,INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,"Engenharias, Energias e Tecnologias da Informação"
502,para_Sistemas_Autônomos,Graduação,3,INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,"Engenharias, Energias e Tecnologias da Informação"
503,para_Sistemas_Autônomos,Livre-Docência,10,INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,"Engenharias, Energias e Tecnologias da Informação"
504,para_Sistemas_Autônomos,Mestrado,1,INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,"Engenharias, Energias e Tecnologias da Informação"
505,para_Sistemas_Autônomos,Pós-Doutorado,12,INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,"Engenharias, Energias e Tecnologias da Informação"
506,para_a_Cadeia,Doutorado,24,INCT para a Cadeia Produtiva do Leite,Ciências Agrárias e Agronegócios
507,para_a_Cadeia,Livre-Docência,4,INCT para a Cadeia Produtiva do Leite,Ciências Agrárias e Agronegócios
508,para_a_Cadeia,Mestrado,2,INCT para a Cadeia Produtiva do Leite,Ciências Agrárias e Agronegócios
509,para_a_Cadeia,Pós-Doutorado,30,INCT para a Cadeia Produtiva do Leite,Ciências Agrárias e Agronegócios
510,para_o_Controle,Doutorado,18,INCT para o Controle Biorracional de Inseto Pragas e Fitopatógenos,Ciências Exatas e da Terra
511,para_o_Controle,Livre-Docência,6,INCT para o Controle Biorracional de Inseto Pragas e Fitopatógenos,Ciências Exatas e da Terra
512,para_o_Controle,Pós-Doutorado,28,INCT para o Controle Biorracional de Inseto Pragas e Fitopatógenos,Ciências Exatas e da Terra
513,sobre_Comportamento_Cognição,Doutorado,10,"INCT sobre Comportamento, Cognição e Ensino: Aprendizagem Relacional e Funcionamento Simbólico  (INCT-ECCE)","Ciências Humanas, Sociais Aplicadas e Educação"
514,sobre_Comportamento_Cognição,Livre-Docência,8,"INCT sobre Comportamento, Cognição e Ensino: Aprendizagem Relacional e Funcionamento Simbólico  (INCT-ECCE)","Ciências Humanas, Sociais Aplicadas e Educação"
515,sobre_Comportamento_Cognição,Mestrado,2,"INCT sobre Comportamento, Cognição e Ensino: Aprendizagem Relacional e Funcionamento Simbólico  (INCT-ECCE)","Ciências Humanas, Sociais Aplicadas e Educação"
516,sobre_Comportamento_Cognição,Pós-Doutorado,52,"INCT sobre Comportamento, Cognição e Ensino: Aprendizagem Relacional e Funcionamento Simbólico  (INCT-ECCE)","Ciências Humanas, Sociais Aplicadas e Educação"
